prototype,spacegroup_orig,spacegroup_relax,Egap,Egap_fit,compound
"Cd1I2_ICSD_42204
",156,156,2.3491,4.07959,Cd10I20
"Cd1I2_ICSD_42223
",156,156,2.4091,4.16047,Cd10I20
"Cd1I2_ICSD_42203
",156,156,2.3835,4.12596,Cd10I20
"Cd1I2_ICSD_42228
",156,156,2.3805,4.12191,Cd10I20
"Cd1I2_ICSD_42224
",156,156,2.4119,4.16424,Cd10I20
"Cd1I2_ICSD_42265
",156,156,2.3831,4.12542,Cd10I20
"Cd1I2_ICSD_42226
",156,156,2.3973,4.14456,Cd10I20
"Cd1I2_ICSD_42172
",156,156,2.3708,4.10884,Cd10I20
"Cd1I2_ICSD_42171
",156,156,2.3821,4.12407,Cd10I20
"Cd1I2_ICSD_37380
",156,156,2.3777,4.11814,Cd10I20
"Cd1I2_ICSD_42222
",156,156,2.3787,4.11949,Cd10I20
"Cd1I2_ICSD_42284
",156,156,2.3789,4.11976,Cd10I20
"Cd1I2_ICSD_108928
",156,156,2.4114,4.16357,Cd10I20
"Cd1I2_ICSD_9192
",156,156,2.384,4.12663,Cd8I16
"Cd1I2_ICSD_42201
",186,186,2.3879,4.13189,Cd8I16
"Cd1I2_ICSD_108921
",156,156,2.3915,4.13674,Cd8I16
"Cd1I2_ICSD_9194
",156,156,2.391,4.13607,Cd8I16
"Cd1I2_ICSD_35446
",156,156,2.4021,4.15103,Cd8I16
"Cd1I2_ICSD_35258
",156,156,2.4008,4.14928,Cd8I16
"Cd1I2_ICSD_42215
",156,156,2.3847,4.12758,Cd8I16
"Cd1I2_ICSD_42200
",156,156,2.3763,4.11625,Cd8I16
"Cd1I2_ICSD_42408
",156,156,2.3767,4.11679,Cd8I16
"Cd1I2_ICSD_42283
",156,156,2.3919,4.13728,Cd8I16
"Cd1I2_ICSD_108919
",156,156,2.3541,4.08633,Cd8I16
"Cd1I2_ICSD_42260
",156,156,2.3845,4.12731,Cd8I16
"Cd1I2_ICSD_42217
",156,156,2.3887,4.13297,Cd8I16
"Cd1I2_ICSD_42216
",156,156,2.3737,4.11275,Cd8I16
"Cd1I2_ICSD_9193
",156,156,2.3868,4.13041,Cd8I16
"Cd1I2_ICSD_49572
",156,156,2.3995,4.14753,Cd8I16
"Cd1I2_ICSD_9025
",164,164,2.3805,4.12191,Cd8I16
"Cd1I2_ICSD_37378
",186,186,2.3881,4.13216,Cd8I16
"Cd1I2_ICSD_9195
",156,156,2.4003,4.1486,Cd10I20
"Cd1I2_ICSD_42225
",156,156,2.4229,4.17907,Cd10I20
"Cd1I2_ICSD_37379
",156,156,2.3927,4.13836,Cd10I20
"Cd1I2_ICSD_108929
",156,156,2.3711,4.10924,Cd10I20
"Cd1I2_ICSD_42227
",156,156,2.4064,4.15683,Cd10I20
"Cd1I2_ICSD_108930
",156,156,2.37,4.10776,Cd10I20
"Cd1I2_ICSD_42204
",156,156,2.3491,4.07959,Cd10I20
"Cd1I2_ICSD_42223
",156,156,2.4091,4.16047,Cd10I20
"Cd1I2_ICSD_42203
",156,156,2.3835,4.12596,Cd10I20
"Cd1I2_ICSD_42228
",156,156,2.3805,4.12191,Cd10I20
"Cd1I2_ICSD_42224
",156,156,2.4119,4.16424,Cd10I20
"Cd1I2_ICSD_42265
",156,156,2.3831,4.12542,Cd10I20
"Cd1I2_ICSD_42226
",156,156,2.3973,4.14456,Cd10I20
"Cd1I2_ICSD_42172
",156,156,2.3708,4.10884,Cd10I20
"Cd1I2_ICSD_42171
",156,156,2.3821,4.12407,Cd10I20
"Cd1I2_ICSD_37380
",156,156,2.3777,4.11814,Cd10I20
"Cd1I2_ICSD_42222
",156,156,2.3787,4.11949,Cd10I20
"Cd1I2_ICSD_42284
",156,156,2.3789,4.11976,Cd10I20
"Cd1I2_ICSD_108928
",156,156,2.4114,4.16357,Cd10I20
"Cd1I2_ICSD_9195
",156,156,2.4003,4.1486,Cd10I20
"Cd1I2_ICSD_42225
",156,156,2.4229,4.17907,Cd10I20
"Cd1I2_ICSD_37379
",156,156,2.3927,4.13836,Cd10I20
"Cd1I2_ICSD_108929
",156,156,2.3711,4.10924,Cd10I20
"Cd1I2_ICSD_42227
",156,156,2.4064,4.15683,Cd10I20
"Cd1I2_ICSD_108930
",156,156,2.37,4.10776,Cd10I20
"Cd1I2_ICSD_42204
",156,156,2.3491,4.07959,Cd10I20
"Cd1I2_ICSD_42223
",156,156,2.4091,4.16047,Cd10I20
"Cd1I2_ICSD_42203
",156,156,2.3835,4.12596,Cd10I20
"Cd1I2_ICSD_42228
",156,156,2.3805,4.12191,Cd10I20
"Cd1I2_ICSD_42224
",156,156,2.4119,4.16424,Cd10I20
"Cd1I2_ICSD_42265
",156,156,2.3831,4.12542,Cd10I20
"Cd1I2_ICSD_42226
",156,156,2.3973,4.14456,Cd10I20
"Cd1I2_ICSD_42172
",156,156,2.3708,4.10884,Cd10I20
"Cd1I2_ICSD_42171
",156,156,2.3821,4.12407,Cd10I20
"Cd1I2_ICSD_37380
",156,156,2.3777,4.11814,Cd10I20
"Cd1I2_ICSD_42222
",156,156,2.3787,4.11949,Cd10I20
"Cd1I2_ICSD_42284
",156,156,2.3789,4.11976,Cd10I20
"Cd1I2_ICSD_108928
",156,156,2.4114,4.16357,Cd10I20
"Cd1I2_ICSD_9195
",156,156,2.4003,4.1486,Cd10I20
"Cd1I2_ICSD_42225
",156,156,2.4229,4.17907,Cd10I20
"Cd1I2_ICSD_37379
",156,156,2.3927,4.13836,Cd10I20
"Cd1I2_ICSD_108929
",156,156,2.3711,4.10924,Cd10I20
"Cd1I2_ICSD_42227
",156,156,2.4064,4.15683,Cd10I20
"Cd1I2_ICSD_108930
",156,156,2.37,4.10776,Cd10I20
"Cd1I2_ICSD_42204
",156,156,2.3491,4.07959,Cd10I20
"Cd1I2_ICSD_42223
",156,156,2.4091,4.16047,Cd10I20
"Cd1I2_ICSD_42203
",156,156,2.3835,4.12596,Cd10I20
"Cd1I2_ICSD_42228
",156,156,2.3805,4.12191,Cd10I20
"Cd1I2_ICSD_42224
",156,156,2.4119,4.16424,Cd10I20
"Cd1I2_ICSD_42265
",156,156,2.3831,4.12542,Cd10I20
"Cd1I2_ICSD_42226
",156,156,2.3973,4.14456,Cd10I20
"Cd1I2_ICSD_42172
",156,156,2.3708,4.10884,Cd10I20
"Cd1I2_ICSD_42171
",156,156,2.3821,4.12407,Cd10I20
"Cd1I2_ICSD_37380
",156,156,2.3777,4.11814,Cd10I20
"Cd1I2_ICSD_42222
",156,156,2.3787,4.11949,Cd10I20
"Cd1I2_ICSD_42284
",156,156,2.3789,4.11976,Cd10I20
"Cd1I2_ICSD_108928
",156,156,2.4114,4.16357,Cd10I20
"Cd1I2_ICSD_42233
",156,156,2.3879,4.13189,Cd12I24
"Cd1I2_ICSD_42306
",156,156,2.2823,3.98954,Cd12I24
"Cd1I2_ICSD_42236
",156,156,2.3867,4.13027,Cd12I24
"Cd1I2_ICSD_42314
",156,156,2.3773,4.1176,Cd12I24
"Cd1I2_ICSD_37381
",156,156,2.3757,4.11544,Cd12I24
"Cd1I2_ICSD_35448
",156,156,2.2698,3.97269,Cd12I24
"Cd1I2_ICSD_42232
",156,156,2.3804,4.12178,Cd12I24
"Cd1I2_ICSD_42234
",156,156,2.377,4.1172,Cd12I24
"Cd1I2_ICSD_42235
",156,156,2.4072,4.15791,Cd12I24
"Cd1I2_ICSD_37384
",156,156,2.4012,4.14982,Cd12I24
"Cd1I2_ICSD_35259
",156,156,2.3845,4.12731,Cd12I24
"Cd1I2_ICSD_36488
",156,156,2.3787,4.11949,Cd12I24
"Cd1I2_ICSD_42205
",186,186,2.2609,3.96069,Cd12I24
"Cd1I2_ICSD_42233
",156,156,2.3879,4.13189,Cd12I24
"Cd1I2_ICSD_42306
",156,156,2.2823,3.98954,Cd12I24
"Cd1I2_ICSD_42236
",156,156,2.3867,4.13027,Cd12I24
"Cd1I2_ICSD_42314
",156,156,2.3773,4.1176,Cd12I24
"Cd1I2_ICSD_37381
",156,156,2.3757,4.11544,Cd12I24
"Cd1I2_ICSD_35448
",156,156,2.2698,3.97269,Cd12I24
"Cd1I2_ICSD_42232
",156,156,2.3804,4.12178,Cd12I24
"Cd1I2_ICSD_42234
",156,156,2.377,4.1172,Cd12I24
"Cd1I2_ICSD_42235
",156,156,2.4072,4.15791,Cd12I24
"Cd1I2_ICSD_37384
",156,156,2.4012,4.14982,Cd12I24
"Cd1I2_ICSD_35259
",156,156,2.3845,4.12731,Cd12I24
"Cd1I2_ICSD_36488
",156,156,2.3787,4.11949,Cd12I24
"Cd1I2_ICSD_42205
",186,186,2.2609,3.96069,Cd12I24
"Cd1I2_ICSD_9195
",156,156,2.4003,4.1486,Cd10I20
"Cd1I2_ICSD_42225
",156,156,2.4229,4.17907,Cd10I20
"Cd1I2_ICSD_37379
",156,156,2.3927,4.13836,Cd10I20
"Cd1I2_ICSD_108929
",156,156,2.3711,4.10924,Cd10I20
"Cd1I2_ICSD_42227
",156,156,2.4064,4.15683,Cd10I20
"Cd1I2_ICSD_108930
",156,156,2.37,4.10776,Cd10I20
"Cd1I2_ICSD_42204
",156,156,2.3491,4.07959,Cd10I20
"Cd1I2_ICSD_42223
",156,156,2.4091,4.16047,Cd10I20
"Cd1I2_ICSD_42203
",156,156,2.3835,4.12596,Cd10I20
"Cd1I2_ICSD_42228
",156,156,2.3805,4.12191,Cd10I20
"Cd1I2_ICSD_42224
",156,156,2.4119,4.16424,Cd10I20
"Cd1I2_ICSD_42265
",156,156,2.3831,4.12542,Cd10I20
"Cd1I2_ICSD_42226
",156,156,2.3973,4.14456,Cd10I20
"Cd1I2_ICSD_42172
",156,156,2.3708,4.10884,Cd10I20
"Cd1I2_ICSD_42171
",156,156,2.3821,4.12407,Cd10I20
"Cd1I2_ICSD_37380
",156,156,2.3777,4.11814,Cd10I20
"Cd1I2_ICSD_42222
",156,156,2.3787,4.11949,Cd10I20
"Cd1I2_ICSD_42284
",156,156,2.3789,4.11976,Cd10I20
"Cd1I2_ICSD_108928
",156,156,2.4114,4.16357,Cd10I20
"Cd1I2_ICSD_9195
",156,156,2.4003,4.1486,Cd10I20
"Cd1I2_ICSD_42225
",156,156,2.4229,4.17907,Cd10I20
"Cd1I2_ICSD_37379
",156,156,2.3927,4.13836,Cd10I20
"Cd1I2_ICSD_108929
",156,156,2.3711,4.10924,Cd10I20
"Cd1I2_ICSD_42227
",156,156,2.4064,4.15683,Cd10I20
"Cd1I2_ICSD_108930
",156,156,2.37,4.10776,Cd10I20
"Cd1I2_ICSD_42204
",156,156,2.3491,4.07959,Cd10I20
"Cd1I2_ICSD_42223
",156,156,2.4091,4.16047,Cd10I20
"Cd1I2_ICSD_42203
",156,156,2.3835,4.12596,Cd10I20
"Cd1I2_ICSD_42228
",156,156,2.3805,4.12191,Cd10I20
"Cd1I2_ICSD_42224
",156,156,2.4119,4.16424,Cd10I20
"Cd1I2_ICSD_42265
",156,156,2.3831,4.12542,Cd10I20
"Cd1I2_ICSD_42226
",156,156,2.3973,4.14456,Cd10I20
"Cd1I2_ICSD_42172
",156,156,2.3708,4.10884,Cd10I20
"Cd1I2_ICSD_42171
",156,156,2.3821,4.12407,Cd10I20
"Cd1I2_ICSD_37380
",156,156,2.3777,4.11814,Cd10I20
"Cd1I2_ICSD_42222
",156,156,2.3787,4.11949,Cd10I20
"Cd1I2_ICSD_42284
",156,156,2.3789,4.11976,Cd10I20
"Cd1I2_ICSD_108928
",156,156,2.4114,4.16357,Cd10I20
"Cd1I2_ICSD_42233
",156,156,2.3879,4.13189,Cd12I24
"Cd1I2_ICSD_42306
",156,156,2.2823,3.98954,Cd12I24
"Cd1I2_ICSD_42236
",156,156,2.3867,4.13027,Cd12I24
"Cd1I2_ICSD_42314
",156,156,2.3773,4.1176,Cd12I24
"Cd1I2_ICSD_37381
",156,156,2.3757,4.11544,Cd12I24
"Cd1I2_ICSD_35448
",156,156,2.2698,3.97269,Cd12I24
"Cd1I2_ICSD_42232
",156,156,2.3804,4.12178,Cd12I24
"Cd1I2_ICSD_42234
",156,156,2.377,4.1172,Cd12I24
"Cd1I2_ICSD_42235
",156,156,2.4072,4.15791,Cd12I24
"Cd1I2_ICSD_37384
",156,156,2.4012,4.14982,Cd12I24
"Cd1I2_ICSD_35259
",156,156,2.3845,4.12731,Cd12I24
"Cd1I2_ICSD_36488
",156,156,2.3787,4.11949,Cd12I24
"Cd1I2_ICSD_42205
",186,186,2.2609,3.96069,Cd12I24
"C3N4_ICSD_41952
",160,160,1.3353,2.71298,C3N4
"C3N4_ICSD_246660
",160,160,1.3551,2.73967,C3N4
"C3N4_ICSD_246659
",215,215,2.478,4.25334,C3N4
"C3N4_ICSD_41951
",215,215,2.4781,4.25348,C3N4
"C3N4_ICSD_83264
",215,215,2.4777,4.25294,C3N4
"Cd1I2_ICSD_42173
",160,160,2.4316,4.1908,Cd4I8
"Cd1I2_ICSD_9190
",164,164,2.3695,4.10709,Cd4I8
"Cd1I2_ICSD_42253
",164,164,2.3696,4.10722,Cd4I8
"Cd1I2_ICSD_44792
",156,156,2.393,4.13876,Cd4I8
"Cd1I2_ICSD_42198
",186,186,2.3876,4.13148,Cd4I8
"Cd1I2_ICSD_42176
",156,156,2.2448,3.93899,Cd15I30
"Cd1I2_ICSD_42248
",156,156,2.3018,4.01583,Cd15I30
"Cd1I2_ICSD_108932
",156,156,2.2417,3.93481,Cd15I30
"Cd1I2_ICSD_42244
",156,156,2.2565,3.95476,Cd15I30
"Cd1I2_ICSD_27270
",156,156,2.2454,3.9398,Cd15I30
"Xe1_ICSD_426985
",225,225,6.2111,9.28556,Xe1
"Xe1_ICSD_43428
",225,225,6.2107,9.28502,Xe1
"Kr1_ICSD_426950
",225,225,7.1848,10.5981,Kr1
"Kr1_ICSD_43726
",225,225,7.1844,10.5976,Kr1
"Cd1I2_ICSD_42409
",156,156,2.3894,4.13391,Cd9I18
"Cd1I2_ICSD_42264
",156,156,2.3849,4.12785,Cd9I18
"Cd1I2_ICSD_36484
",156,156,2.3917,4.13701,Cd9I18
"Cd1I2_ICSD_108926
",156,156,2.3835,4.12596,Cd9I18
"Cd1I2_ICSD_42218
",156,156,2.3762,4.11612,Cd9I18
"Cd1I2_ICSD_42262
",164,164,2.3743,4.11356,Cd9I18
"Cd1I2_ICSD_35447
",156,156,2.3982,4.14577,Cd9I18
"Cd1I2_ICSD_15381
",156,156,2.3434,4.0719,Cd9I18
"Cd1I2_ICSD_42221
",156,156,2.3895,4.13405,Cd9I18
"Cd1I2_ICSD_42175
",156,156,2.4127,4.16532,Cd9I18
"Cd1I2_ICSD_27269
",156,156,2.412,4.16438,Cd9I18
"Cd1I2_ICSD_42220
",156,156,2.3879,4.13189,Cd9I18
"Cd1I2_ICSD_42219
",156,156,2.4073,4.15804,Cd9I18
"Cd1I2_ICSD_42263
",156,156,2.3905,4.13539,Cd9I18
"Cd1I2_ICSD_9195
",156,156,2.4003,4.1486,Cd10I20
"Cd1I2_ICSD_42225
",156,156,2.4229,4.17907,Cd10I20
"Cd1I2_ICSD_37379
",156,156,2.3927,4.13836,Cd10I20
"Cd1I2_ICSD_108929
",156,156,2.3711,4.10924,Cd10I20
"Cd1I2_ICSD_42227
",156,156,2.4064,4.15683,Cd10I20
"Cd1I2_ICSD_108930
",156,156,2.37,4.10776,Cd10I20
"Cd1I2_ICSD_42204
",156,156,2.3491,4.07959,Cd10I20
"Cd1I2_ICSD_42223
",156,156,2.4091,4.16047,Cd10I20
"Cd1I2_ICSD_42203
",156,156,2.3835,4.12596,Cd10I20
"Cd1I2_ICSD_42228
",156,156,2.3805,4.12191,Cd10I20
"Cd1I2_ICSD_42224
",156,156,2.4119,4.16424,Cd10I20
"Cd1I2_ICSD_42265
",156,156,2.3831,4.12542,Cd10I20
"Cd1I2_ICSD_42226
",156,156,2.3973,4.14456,Cd10I20
"Cd1I2_ICSD_42172
",156,156,2.3708,4.10884,Cd10I20
"Cd1I2_ICSD_42171
",156,156,2.3821,4.12407,Cd10I20
"Cd1I2_ICSD_37380
",156,156,2.3777,4.11814,Cd10I20
"Cd1I2_ICSD_42222
",156,156,2.3787,4.11949,Cd10I20
"Cd1I2_ICSD_42284
",156,156,2.3789,4.11976,Cd10I20
"Cd1I2_ICSD_108928
",156,156,2.4114,4.16357,Cd10I20
"Cd1I2_ICSD_9195
",156,156,2.4003,4.1486,Cd10I20
"Cd1I2_ICSD_42225
",156,156,2.4229,4.17907,Cd10I20
"Cd1I2_ICSD_37379
",156,156,2.3927,4.13836,Cd10I20
"Cd1I2_ICSD_108929
",156,156,2.3711,4.10924,Cd10I20
"Cd1I2_ICSD_42227
",156,156,2.4064,4.15683,Cd10I20
"Cd1I2_ICSD_108930
",156,156,2.37,4.10776,Cd10I20
"Cd1I2_ICSD_42204
",156,156,2.3491,4.07959,Cd10I20
"Cd1I2_ICSD_42223
",156,156,2.4091,4.16047,Cd10I20
"Cd1I2_ICSD_42203
",156,156,2.3835,4.12596,Cd10I20
"Cd1I2_ICSD_42228
",156,156,2.3805,4.12191,Cd10I20
"Cd1I2_ICSD_42224
",156,156,2.4119,4.16424,Cd10I20
"Cd1I2_ICSD_42265
",156,156,2.3831,4.12542,Cd10I20
"Cd1I2_ICSD_42226
",156,156,2.3973,4.14456,Cd10I20
"Cd1I2_ICSD_42172
",156,156,2.3708,4.10884,Cd10I20
"Cd1I2_ICSD_42171
",156,156,2.3821,4.12407,Cd10I20
"Cd1I2_ICSD_37380
",156,156,2.3777,4.11814,Cd10I20
"Cd1I2_ICSD_42222
",156,156,2.3787,4.11949,Cd10I20
"Cd1I2_ICSD_42284
",156,156,2.3789,4.11976,Cd10I20
"Cd1I2_ICSD_108928
",156,156,2.4114,4.16357,Cd10I20
"Cd1I2_ICSD_42287
",156,156,2.3924,4.13796,Cd11I22
"Cd1I2_ICSD_42285
",156,156,2.3749,4.11437,Cd11I22
"Cd1I2_ICSD_36486
",156,156,2.3994,4.14739,Cd11I22
"Cd1I2_ICSD_42286
",156,156,2.3759,4.11571,Cd11I22
"Cd1I2_ICSD_42305
",156,156,2.3518,4.08323,Cd11I22
"Cd1I2_ICSD_36487
",156,156,2.3915,4.13674,Cd11I22
"Cd1I2_ICSD_43443
",156,156,2.4014,4.15009,Cd11I22
"Cd1I2_ICSD_49574
",156,156,2.3991,4.14699,Cd11I22
"Cd1I2_ICSD_42304
",156,156,2.3855,4.12865,Cd11I22
"Cd1I2_ICSD_49573
",156,156,2.3823,4.12434,Cd11I22
"Cd1I2_ICSD_42229
",156,156,2.3679,4.10493,Cd11I22
"Cd1I2_ICSD_42287
",156,156,2.3924,4.13796,Cd11I22
"Cd1I2_ICSD_42285
",156,156,2.3749,4.11437,Cd11I22
"Cd1I2_ICSD_36486
",156,156,2.3994,4.14739,Cd11I22
"Cd1I2_ICSD_42286
",156,156,2.3759,4.11571,Cd11I22
"Cd1I2_ICSD_42305
",156,156,2.3518,4.08323,Cd11I22
"Cd1I2_ICSD_36487
",156,156,2.3915,4.13674,Cd11I22
"Cd1I2_ICSD_43443
",156,156,2.4014,4.15009,Cd11I22
"Cd1I2_ICSD_49574
",156,156,2.3991,4.14699,Cd11I22
"Cd1I2_ICSD_42304
",156,156,2.3855,4.12865,Cd11I22
"Cd1I2_ICSD_49573
",156,156,2.3823,4.12434,Cd11I22
"Cd1I2_ICSD_42229
",156,156,2.3679,4.10493,Cd11I22
"Cd1I2_ICSD_42411
",156,156,2.2413,3.93427,Cd14I28
"Cd1I2_ICSD_36489
",156,156,2.2727,3.9766,Cd14I28
"Cd1I2_ICSD_42289
",156,156,2.2257,3.91324,Cd14I28
"Cd1I2_ICSD_42241
",156,156,2.2464,3.94115,Cd14I28
"Cd1I2_ICSD_42243
",156,156,2.2466,3.94142,Cd14I28
"Cd1I2_ICSD_42240
",156,156,2.3878,4.13175,Cd14I28
"Cd1I2_ICSD_42242
",156,156,2.2452,3.93953,Cd14I28
"Cd1I2_ICSD_42410
",156,156,2.2562,3.95436,Cd14I28
"Cd1I2_ICSD_42411
",156,156,2.2413,3.93427,Cd14I28
"Cd1I2_ICSD_36489
",156,156,2.2727,3.9766,Cd14I28
"Cd1I2_ICSD_42289
",156,156,2.2257,3.91324,Cd14I28
"Cd1I2_ICSD_42241
",156,156,2.2464,3.94115,Cd14I28
"Cd1I2_ICSD_42243
",156,156,2.2466,3.94142,Cd14I28
"Cd1I2_ICSD_42240
",156,156,2.3878,4.13175,Cd14I28
"Cd1I2_ICSD_42242
",156,156,2.2452,3.93953,Cd14I28
"Cd1I2_ICSD_42410
",156,156,2.2562,3.95436,Cd14I28
"Cd1I2_ICSD_42411
",156,156,2.2413,3.93427,Cd14I28
"Cd1I2_ICSD_36489
",156,156,2.2727,3.9766,Cd14I28
"Cd1I2_ICSD_42289
",156,156,2.2257,3.91324,Cd14I28
"Cd1I2_ICSD_42241
",156,156,2.2464,3.94115,Cd14I28
"Cd1I2_ICSD_42243
",156,156,2.2466,3.94142,Cd14I28
"Cd1I2_ICSD_42240
",156,156,2.3878,4.13175,Cd14I28
"Cd1I2_ICSD_42242
",156,156,2.2452,3.93953,Cd14I28
"Cd1I2_ICSD_42410
",156,156,2.2562,3.95436,Cd14I28
"Cd1I2_ICSD_42287
",156,156,2.3924,4.13796,Cd11I22
"Cd1I2_ICSD_42285
",156,156,2.3749,4.11437,Cd11I22
"Cd1I2_ICSD_36486
",156,156,2.3994,4.14739,Cd11I22
"Cd1I2_ICSD_42286
",156,156,2.3759,4.11571,Cd11I22
"Cd1I2_ICSD_42305
",156,156,2.3518,4.08323,Cd11I22
"Cd1I2_ICSD_36487
",156,156,2.3915,4.13674,Cd11I22
"Cd1I2_ICSD_43443
",156,156,2.4014,4.15009,Cd11I22
"Cd1I2_ICSD_49574
",156,156,2.3991,4.14699,Cd11I22
"Cd1I2_ICSD_42304
",156,156,2.3855,4.12865,Cd11I22
"Cd1I2_ICSD_49573
",156,156,2.3823,4.12434,Cd11I22
"Cd1I2_ICSD_42229
",156,156,2.3679,4.10493,Cd11I22
"Cd1I2_ICSD_42287
",156,156,2.3924,4.13796,Cd11I22
"Cd1I2_ICSD_42285
",156,156,2.3749,4.11437,Cd11I22
"Cd1I2_ICSD_36486
",156,156,2.3994,4.14739,Cd11I22
"Cd1I2_ICSD_42286
",156,156,2.3759,4.11571,Cd11I22
"Cd1I2_ICSD_42305
",156,156,2.3518,4.08323,Cd11I22
"Cd1I2_ICSD_36487
",156,156,2.3915,4.13674,Cd11I22
"Cd1I2_ICSD_43443
",156,156,2.4014,4.15009,Cd11I22
"Cd1I2_ICSD_49574
",156,156,2.3991,4.14699,Cd11I22
"Cd1I2_ICSD_42304
",156,156,2.3855,4.12865,Cd11I22
"Cd1I2_ICSD_49573
",156,156,2.3823,4.12434,Cd11I22
"Cd1I2_ICSD_42229
",156,156,2.3679,4.10493,Cd11I22
"Cd1I2_ICSD_42287
",156,156,2.3924,4.13796,Cd11I22
"Cd1I2_ICSD_42285
",156,156,2.3749,4.11437,Cd11I22
"Cd1I2_ICSD_36486
",156,156,2.3994,4.14739,Cd11I22
"Cd1I2_ICSD_42286
",156,156,2.3759,4.11571,Cd11I22
"Cd1I2_ICSD_42305
",156,156,2.3518,4.08323,Cd11I22
"Cd1I2_ICSD_36487
",156,156,2.3915,4.13674,Cd11I22
"Cd1I2_ICSD_43443
",156,156,2.4014,4.15009,Cd11I22
"Cd1I2_ICSD_49574
",156,156,2.3991,4.14699,Cd11I22
"Cd1I2_ICSD_42304
",156,156,2.3855,4.12865,Cd11I22
"Cd1I2_ICSD_49573
",156,156,2.3823,4.12434,Cd11I22
"Cd1I2_ICSD_42229
",156,156,2.3679,4.10493,Cd11I22
"Cd1I2_ICSD_42287
",156,156,2.3924,4.13796,Cd11I22
"Cd1I2_ICSD_42285
",156,156,2.3749,4.11437,Cd11I22
"Cd1I2_ICSD_36486
",156,156,2.3994,4.14739,Cd11I22
"Cd1I2_ICSD_42286
",156,156,2.3759,4.11571,Cd11I22
"Cd1I2_ICSD_42305
",156,156,2.3518,4.08323,Cd11I22
"Cd1I2_ICSD_36487
",156,156,2.3915,4.13674,Cd11I22
"Cd1I2_ICSD_43443
",156,156,2.4014,4.15009,Cd11I22
"Cd1I2_ICSD_49574
",156,156,2.3991,4.14699,Cd11I22
"Cd1I2_ICSD_42304
",156,156,2.3855,4.12865,Cd11I22
"Cd1I2_ICSD_49573
",156,156,2.3823,4.12434,Cd11I22
"Cd1I2_ICSD_42229
",156,156,2.3679,4.10493,Cd11I22
"Cd1I2_ICSD_42411
",156,156,2.2413,3.93427,Cd14I28
"Cd1I2_ICSD_36489
",156,156,2.2727,3.9766,Cd14I28
"Cd1I2_ICSD_42289
",156,156,2.2257,3.91324,Cd14I28
"Cd1I2_ICSD_42241
",156,156,2.2464,3.94115,Cd14I28
"Cd1I2_ICSD_42243
",156,156,2.2466,3.94142,Cd14I28
"Cd1I2_ICSD_42240
",156,156,2.3878,4.13175,Cd14I28
"Cd1I2_ICSD_42242
",156,156,2.2452,3.93953,Cd14I28
"Cd1I2_ICSD_42410
",156,156,2.2562,3.95436,Cd14I28
"Cd1I2_ICSD_42176
",156,156,2.2448,3.93899,Cd15I30
"Cd1I2_ICSD_42248
",156,156,2.3018,4.01583,Cd15I30
"Cd1I2_ICSD_108932
",156,156,2.2417,3.93481,Cd15I30
"Cd1I2_ICSD_42244
",156,156,2.2565,3.95476,Cd15I30
"Cd1I2_ICSD_27270
",156,156,2.2454,3.9398,Cd15I30
"Cd1I2_ICSD_42176
",156,156,2.2448,3.93899,Cd15I30
"Cd1I2_ICSD_42248
",156,156,2.3018,4.01583,Cd15I30
"Cd1I2_ICSD_108932
",156,156,2.2417,3.93481,Cd15I30
"Cd1I2_ICSD_42244
",156,156,2.2565,3.95476,Cd15I30
"Cd1I2_ICSD_27270
",156,156,2.2454,3.9398,Cd15I30
"H2O1_ICSD_31683
",20,4,5.5151,8.34735,H8O4
"Cs1Na1S1_ICSD_41323
",129,129,2.4474,4.2121,Cs2Na2S2
"Pt1S2_ICSD_41375
",164,164,1.2524,2.60124,Pt1S2
"Pt1S2_ICSD_659963
",164,164,1.3673,2.75612,Pt1S2
"Pt1S2_ICSD_603737
",164,164,1.2337,2.57603,Pt1S2
"Pt1S2_ICSD_649542
",164,164,1.2424,2.58776,Pt1S2
"Pt1S2_ICSD_649534
",164,164,1.2013,2.53235,Pt1S2
"Pt1S2_ICSD_41388
",164,164,1.2009,2.53181,Pt1S2
"Ga1N1_ICSD_67781
",216,216,1.7448,3.26499,Ga1N1
"Ga1N1_ICSD_157511
",216,216,1.7523,3.2751,Ga1N1
"Ga1N1_ICSD_41546
",216,216,1.7464,3.26715,Ga1N1
"Ga1N1_ICSD_41500
",225,225,0.6271,1.75833,Ga1N1
"Ga1N1_ICSD_185155
",216,216,1.7509,3.27321,Ga1N1
"Ga1N1_ICSD_187047
",216,216,1.7519,3.27456,Ga1N1
"Ga1N1_ICSD_290614
",216,216,1.7505,3.27267,Ga1N1
"Ga1N1_ICSD_155050
",225,225,0.6317,1.76453,Ga1N1
"Ga1N1_ICSD_156260
",216,216,1.7472,3.26823,Ga1N1
"Ga1N1_ICSD_157513
",225,225,0.6139,1.74054,Ga1N1
"Ga1N1_ICSD_156261
",225,225,0.6138,1.7404,Ga1N1
"K2Pt1Se2_ICSD_40430
",71,71,1.2836,2.64329,K2Pt1Se2
"Cs1Na1Se1_ICSD_41322
",129,129,2.0423,3.66602,Cs2Na2Se2
"Ge1Te1_ICSD_638004
",166,166,0.289,1.30257,Ge1Te1
"Ge1Te1_ICSD_659806
",160,160,0.6727,1.8198,Ge1Te1
"Ge1Te1_ICSD_601273
",166,225,0.3389,1.36984,Ge1Te1
